userid,user,pageid,revid,parentid,ns,title,timestamp,comment,texthidden,suppressed,date
10075168,TedderBot,39250531,552961005,552867287,0,2013 Prague explosion,2013-04-30T23:20:08Z,"[[User:TedderBot/CurrentPruneBot|remove stale current-event template]], please see [[WP:CET]]. (bot edit)",NA,NA,2013-04-30
39197131,Yapperbot,80132361,1303137194,1303093075,0,July 2025 Conference on the Implementation of the Two-State Solution,2025-07-29T08:02:20Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-07-29
39197131,Yapperbot,80552592,1302942094,1302903752,0,Protests against gentrification in Mexico City,2025-07-28T07:02:52Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-07-28
39197131,Yapperbot,80127921,1302863475,1302811121,0,2025 Cambodian–Thai border crisis,2025-07-27T21:00:11Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-07-27
39197131,Yapperbot,77627696,1302512802,1302472000,0,Pokrovsk offensive,2025-07-25T22:02:57Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-07-25
39197131,Yapperbot,80526789,1302498080,1302457431,0,Piplodi school roof collapse,2025-07-25T20:00:31Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-07-25
39197131,Yapperbot,65369821,1302490782,1302451800,0,Cambodia–Thailand border,2025-07-25T19:01:01Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-07-25
39197131,Yapperbot,80365009,1302476113,1302440218,0,2025 Tokara Islands earthquakes,2025-07-25T17:00:26Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-07-25
39197131,Yapperbot,56235215,1302411744,1302372289,0,Dillon Dubé,2025-07-25T07:00:19Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-07-25
39197131,Yapperbot,52819283,1302411743,1302372339,0,Cal Foote,2025-07-25T07:00:17Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-07-25
39197131,Yapperbot,42517991,1302411740,1302372453,0,Michael McLeod (ice hockey),2025-07-25T07:00:16Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-07-25
39197131,Yapperbot,55468550,1302378328,1302340917,0,Alex Formenton,2025-07-25T02:01:16Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-07-25
39197131,Yapperbot,49428341,1302365523,1302328462,0,Carter Hart,2025-07-25T00:00:15Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-07-25
39197131,Yapperbot,80512841,1302264116,1302227722,0,Obligations of States in respect of climate change,2025-07-24T10:00:18Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-07-24
39197131,Yapperbot,80505533,1302264112,1302230506,0,2025 anti-corruption protests in Ukraine,2025-07-24T10:00:17Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-07-24
39197131,Yapperbot,80504677,1302153197,1302113829,0,2025 Ukrainian protests,2025-07-23T18:01:06Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-07-23
39197131,Yapperbot,80500505,1302028902,1301977774,0,2025 British shadow cabinet reshuffle,2025-07-23T00:05:49Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-07-23
39197131,Yapperbot,80434753,1301881289,1301839141,0,Southern Syria clashes (July 2025–present),2025-07-22T06:01:54Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-07-22
39197131,Yapperbot,80491428,1301855354,1301814222,0,Killings of Bano Satakzai and Ehsanullah Samalani,2025-07-22T03:00:20Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-07-22
39197131,Yapperbot,612455,1301855353,1301813106,0,Vice President of India,2025-07-22T03:00:18Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-07-22
39197131,Yapperbot,80434753,1301732820,1301693054,0,Southern Syria clashes (July 2025–present),2025-07-21T11:00:52Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-07-21
39197131,Yapperbot,80443833,1301612881,1301571834,0,2025 Tasmanian government formation,2025-07-20T20:01:16Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-07-20
39197131,Yapperbot,78530547,1301612878,1301568285,0,Premiership of Jeremy Rockliff,2025-07-20T20:01:14Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-07-20
39197131,Yapperbot,5812377,1301413006,1301370030,0,Uran Islampur,2025-07-19T18:00:07Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-07-19
39197131,Yapperbot,80462942,1301197555,1301155516,0,Kensington Treaty,2025-07-18T16:00:05Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-07-18
39197131,Yapperbot,80460907,1301108096,1301068706,0,2025 Gopalganj clashes,2025-07-18T04:00:41Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-07-18
39197131,Yapperbot,79875383,1301085294,1301035218,0,Detention and deportation of American citizens in the second Trump administration,2025-07-18T01:00:27Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-07-18
39197131,Yapperbot,80287444,1301052133,1300995573,0,Good Trouble Lives On protest,2025-07-17T21:00:53Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-07-17
39197131,Yapperbot,80460632,1300995101,1300957483,0,2025 Kut shopping mall fire,2025-07-17T15:00:06Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-07-17
39197131,Yapperbot,80439102,1300765684,1300727456,0,2025 Fall River assisted-living fire,2025-07-16T08:01:19Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-07-16
39197131,Yapperbot,80422598,1300633287,1300598522,0,Killing of Lal Chand Sohag,2025-07-15T14:00:16Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-07-15
39197131,Yapperbot,68494641,1300467541,1300433275,0,Abdul Hakim Haqqani,2025-07-14T14:00:09Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-07-14
39197131,Yapperbot,80434753,1300440260,1300407583,0,Southern Syria clashes (July 2025–present),2025-07-14T10:01:28Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-07-14
39197131,Yapperbot,80422598,1300252694,1300215514,0,Killing of Lal Chand Sohag,2025-07-13T06:00:34Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-07-13
39197131,Yapperbot,80422598,1300208090,1300167645,0,Killing of Lal Chand Sohag,2025-07-12T23:00:20Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-07-12
39197131,Yapperbot,80412029,1299985756,1299953072,0,Luis Valoy,2025-07-11T16:00:08Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-07-11
39197131,Yapperbot,80399519,1299948706,1299915196,0,2025 Guatemala earthquakes,2025-07-11T10:00:17Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-07-11
39197131,Yapperbot,80400548,1299761308,1299720735,0,Gambhira Bridge collapse,2025-07-10T07:00:58Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-07-10
39197131,Yapperbot,80403976,1299754926,1299714371,0,2025 Jaalle Siyaad military academy bombing,2025-07-10T06:00:39Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-07-10
39197131,Yapperbot,80327638,1299509363,1299465943,0,America Party,2025-07-08T21:00:46Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-07-08
39197131,Yapperbot,80372738,1299462202,1299427572,0,Peñico,2025-07-08T15:00:39Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-07-08
39197131,Yapperbot,80388613,1299418488,1299384660,0,2025 shooting of Texas Border Patrol officers,2025-07-08T08:00:40Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-07-08
39197131,Yapperbot,80359264,1298967324,1298918629,0,2025 Kosovo Assembly deadlock,2025-07-05T21:00:48Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-07-05
39197131,Yapperbot,80345241,1298724343,1298696606,0,2025 Chicago shooting,2025-07-04T08:01:18Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-07-04
39197131,Yapperbot,80328679,1298339565,1298293071,0,Dava wildfire,2025-07-01T22:00:24Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-07-01
39197131,Yapperbot,80312404,1298087835,1298049863,0,Northern Khyber Pakhtunkhwa floods,2025-06-30T12:00:32Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-06-30
39197131,Yapperbot,80312404,1297928132,1297896800,0,Northern Khyber Pakhtunkhwa floods,2025-06-29T12:00:33Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-06-29
39197131,Yapperbot,80311193,1297912211,1297880757,0,2025 Mir Ali attack,2025-06-29T09:00:11Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-06-29
39197131,Yapperbot,80240765,1297780900,1297750556,0,2025 Thai political crisis,2025-06-28T13:00:31Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-06-28
39197131,Yapperbot,80270591,1297730250,1297694814,0,Wedding of Jeff Bezos and Lauren Sánchez,2025-06-28T04:00:48Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-06-28
39197131,Yapperbot,80208996,1297725122,1297693994,0,Iran–Israel war,2025-06-28T03:00:43Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-06-28
39197131,Yapperbot,75371272,1297501487,1297466719,0,Gaza war protests in the United Kingdom,2025-06-26T16:00:37Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-06-26
39197131,Yapperbot,80289021,1297431009,1297388741,0,Agreement on 5% NATO defence spending by 2035,2025-06-26T04:00:14Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-06-26
39197131,Yapperbot,79242772,1297130419,1297095255,0,2025 Taiwanese mass electoral recall campaigns,2025-06-24T09:00:26Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-06-24
39197131,Yapperbot,80224250,1297066122,1297019138,0,Death and state funeral of Edgar Lungu,2025-06-24T00:00:16Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-06-24
39197131,Yapperbot,80240765,1296716315,1296677930,0,2025 Thai political crisis,2025-06-21T20:00:08Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-06-21
39197131,Yapperbot,3618757,1296172608,1296146287,0,Paul Maurice,2025-06-18T09:00:18Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-06-18
39197131,Yapperbot,80205056,1296004180,1295968674,0,June 2025 Iranian strikes on Israel,2025-06-17T06:01:21Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-06-17
39197131,Yapperbot,80161135,1295838053,1295793072,0,June 2025 Los Angeles protests,2025-06-16T04:00:14Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-06-16
39197131,Yapperbot,80196708,1295638877,1295596655,0,Newsom v. Trump,2025-06-15T01:00:31Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-06-15
39197131,Yapperbot,80161135,1295538803,1295508302,0,June 2025 Los Angeles protests,2025-06-14T11:00:13Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-06-14
39197131,Yapperbot,80152811,1295538799,1295508090,0,Iran national track and field team sex scandal,2025-06-14T11:00:12Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-06-14
39197131,Yapperbot,80196708,1295528466,1295494377,0,Newsom v. Trump,2025-06-14T09:00:40Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-06-14
39197131,Yapperbot,80190126,1295523709,1295491324,0,Soumoud Convoy,2025-06-14T08:00:12Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-06-14
39197131,Yapperbot,75668427,1295517759,1295481154,0,Gaza genocide,2025-06-14T07:00:05Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-06-14
39197131,Yapperbot,48800567,1295511769,1295472070,0,Hossein Salami,2025-06-14T06:00:14Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-06-14
39197131,Yapperbot,50372655,1295491852,1295452536,0,Gholam Ali Rashid,2025-06-14T03:00:36Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-06-14
39197131,Yapperbot,43648558,1295482473,1295445563,0,Natanz Nuclear Facility,2025-06-14T02:01:16Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-06-14
39197131,Yapperbot,47238046,1295367796,1295327604,0,Fordow Uranium Enrichment Plant,2025-06-13T09:00:35Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-06-13
39197131,Yapperbot,20891960,1295361439,1295320398,0,IR-40,2025-06-13T08:00:46Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-06-13
39197131,Yapperbot,80141249,1295174590,1295139659,0,June 2025 Gaza Freedom Flotilla,2025-06-12T05:00:26Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-06-12
39197131,Yapperbot,80190126,1295168312,1295128878,0,Soumoud Convoy,2025-06-12T04:00:45Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-06-12
39197131,Yapperbot,78532669,1295148169,1295112074,0,Impeachment of Sara Duterte,2025-06-12T01:00:46Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-06-12
39197131,Yapperbot,80153242,1295083777,1295044491,0,IPadOS 26,2025-06-11T16:00:35Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-06-11
39197131,Yapperbot,73713580,1295043366,1295014276,0,Belgrade school shooting,2025-06-11T10:00:33Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-06-11
39197131,Yapperbot,80172191,1294878818,1294847256,0,Assassination of Miguel Uribe Turbay,2025-06-10T10:00:37Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-06-10
39197131,Yapperbot,80154609,1294759172,1294715834,0,Killing of Sana Yousaf,2025-06-09T17:00:22Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-06-09
39197131,Yapperbot,79487103,1294728422,1294695704,0,2025 Italian referendum,2025-06-09T13:00:31Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-06-09
39197131,Yapperbot,79487103,1294672161,1294631517,0,2025 Italian referendum,2025-06-09T04:00:23Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-06-09
39197131,Yapperbot,55204076,1294568979,1294534165,0,Coco Gauff,2025-06-08T14:00:36Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-06-08
39197131,Yapperbot,80163374,1294548935,1294520082,0,Murder of Raja Raghuvanshi,2025-06-08T11:00:31Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-06-08
39197131,Yapperbot,80146285,1294537476,1294505956,0,Trump–Musk feud,2025-06-08T09:00:03Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-06-08
39197131,Yapperbot,80136402,1294247105,1294213671,0,2025 Bengaluru crowd crush,2025-06-06T15:00:37Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-06-06
39197131,Yapperbot,80128884,1293847856,1293804367,0,2025 Crimean Bridge explosion,2025-06-04T01:00:31Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-06-04
39197131,Yapperbot,80127921,1293765559,1293723663,0,2025 Cambodian–Thai border crisis,2025-06-03T15:00:32Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-06-03
39197131,Yapperbot,80108500,1293709663,1293662974,0,2025 Russia bridge collapses,2025-06-03T07:00:36Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-06-03
39197131,Yapperbot,80110745,1293450059,1293403589,0,2025 Paris Saint-Germain celebration riots,2025-06-01T20:00:41Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-06-01
39197131,Yapperbot,80109610,1293400660,1293359455,0,Killing of María José Estupiñán Sànchez,2025-06-01T14:00:19Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-06-01
39197131,Yapperbot,80101414,1293276356,1293233943,0,2025 Birmingham Open – Women's singles,2025-05-31T20:00:12Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-05-31
39197131,Yapperbot,80093748,1293209023,1293177757,0,2025 Mokwa flood,2025-05-31T11:00:11Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-05-31
39197131,Yapperbot,80081185,1293050404,1293021918,0,2025 South Korean Lockheed P-3 Orion crash,2025-05-30T11:00:03Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-05-30
39197131,Yapperbot,1051313,1292799935,1292753805,0,Liberal–National Coalition,2025-05-28T22:00:38Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-05-28
39197131,Yapperbot,76450378,1292568699,1292530558,0,2024–25 Liverpool F.C. season,2025-05-27T18:00:08Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-05-27
39197131,Yapperbot,3089768,1292450283,1292400222,0,Northland College (Wisconsin),2025-05-27T01:00:15Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-05-27
39197131,Yapperbot,80045437,1292079889,1292036075,0,2025 Waziristan drone strike,2025-05-25T03:00:20Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-05-25
39197131,Yapperbot,80038822,1291946619,1291913189,0,2025 Hamburg stabbing attack,2025-05-24T10:00:24Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-05-24
39197131,Yapperbot,80028321,1291898280,1291853499,0,2025 New South Wales floods,2025-05-24T02:00:31Z,"Auto-removing {{current}} - no edits in 5hrs+. The event may still be current, but [[Template:Current|the {{current}} template is designed only for articles which many editors are editing, and is usually up for less than a day]].",NA,NA,2025-05-24
