userid,user,pageid,revid,parentid,ns,title,timestamp,comment,texthidden,date
1670386,Yellowdesk,42512239,604930987,604892117,0,Danwon High School,2014-04-19T21:14:22Z,convert {{current related}} to {{seealso}}.,NA,2014-04-19
1670386,Yellowdesk,34843068,604497183,604495489,0,2014 Indian Premier League,2014-04-16T20:24:59Z,Removed the redundant tag {{current sport}}. The article clearly indicates the temporal quality of the topic.,NA,2014-04-16
1670386,Yellowdesk,42481861,604478005,604404966,0,Great Fire of Valparaíso,2014-04-16T17:48:45Z,No longer frequently updated. Removed {{current disaster}}.,NA,2014-04-16
1670386,Yellowdesk,42482508,604477819,604460240,0,Acayucan bus crash,2014-04-16T17:47:11Z,Not a natural disaster. Removed {{current disaster}}.,NA,2014-04-16
1670386,Yellowdesk,42503154,604477726,604406339,0,2014 Calgary stabbing,2014-04-16T17:46:37Z,Removed {{current disaster}}. Not a natural disaster.,NA,2014-04-16
1670386,Yellowdesk,51153,604477489,604368289,0,Islamabad,2014-04-16T17:44:54Z,Removed {{current related}} for failing to indicate the related article in the template.,NA,2014-04-16
1670386,Yellowdesk,42425747,603249306,603242759,0,Donetsk People's Republic,2014-04-08T03:16:49Z,Removed {{current related}} for failing to indicate within the template the related article.,NA,2014-04-08
1670386,Yellowdesk,33239451,602943840,601963432,0,Soyuz TMA-12M,2014-04-06T01:26:13Z,Temporal nature of the topic is clearly stated in the lede of the article. Removed superfluous and redundant  {{current spaceflight}}.,NA,2014-04-06
1670386,Yellowdesk,41319559,602943484,602862577,0,2014 Kraft Nabisco Championship,2014-04-06T01:22:03Z,Removed superfluous and redundant {{current sport}}. The temporal quality of the topic is clearly stated in the lede of the article.,NA,2014-04-06
1670386,Yellowdesk,895441,602934911,602875140,0,Whaling in Japan,2014-04-05T23:46:49Z,Removed {{current related}} for failing to indicate the related event.  See usage guide at [[Template:Current related]],NA,2014-04-05
1670386,Yellowdesk,151113,602917318,602846542,0,Fort Hood,2014-04-05T21:11:06Z,/* 2014 shooting */ REMOVED {{current related}}  -- Sufficient: {{Main|2014 Fort Hood shooting}},NA,2014-04-05
1670386,Yellowdesk,42374984,602362501,602362482,0,2014 Iquique earthquake,2014-04-02T03:17:05Z,{{current disaster}} is appropriate for natural disasters,NA,2014-04-02
1670386,Yellowdesk,42104728,601598218,601591457,0,International reactions to the annexation of Crimea by the Russian Federation,2014-03-28T02:52:43Z,Superfluous {{current related}} removed.,NA,2014-03-28
1670386,Yellowdesk,42133018,599659935,599456712,0,Autonomous Republic of Crimea,2014-03-15T01:04:09Z,Removed {{current related}} for failing to link to related article.,NA,2014-03-15
1670386,Yellowdesk,494864,599659739,599644497,0,Republic of Crimea (country),2014-03-15T01:02:24Z,Removed {{current related}} for failing to link to related article.,NA,2014-03-15
1670386,Yellowdesk,36858681,598490758,598286557,0,Kono Statement,2014-03-07T02:05:45Z,Removed {{current related}} for failing to indicate the related article in the template.,NA,2014-03-07
1670386,Yellowdesk,42133018,598488511,598487189,0,Autonomous Republic of Crimea,2014-03-07T01:43:25Z,/* 2014 Crimean crisis and Russian military intervention */ Link to  [[2014 Russian military intervention in Ukraine]] is sufficient. Removed {{current}}.,NA,2014-03-07
1670386,Yellowdesk,51587,597759537,597738320,0,Sevastopol,2014-03-02T03:23:07Z,"Converted {{current related}} to {{seealso | 2014 Crimean crisis}}, properly linking to the significant other event.",NA,2014-03-02
1670386,Yellowdesk,36858681,597759185,597626571,0,Kono Statement,2014-03-02T03:19:38Z,Nature of current related event not indicated. Removed {{current related}}.,NA,2014-03-02
1670386,Yellowdesk,39009519,597758116,597741183,0,Mt. Gox,2014-03-02T03:06:40Z,Removed {{current related}}. No indication of related article or event. Entire topic described in this article.,NA,2014-03-02
1670386,Yellowdesk,41965855,597757814,597489109,0,Murder of Troy LaFerrara,2014-03-02T03:03:04Z,Removed {{current related}}. Related article not indicated.,NA,2014-03-02
1670386,Yellowdesk,42133018,597757350,597756651,0,Autonomous Republic of Crimea,2014-03-02T02:57:43Z,"Converted {{current related}} to {{seealso | 2014 Crimean crisis}}, properly linking to the significant other event.",NA,2014-03-02
1670386,Yellowdesk,41593670,595382555,595309428,0,2014 I-League 2nd Division,2014-02-14T00:51:50Z,The temporal nature of the topic is clearly stated in the lede paragraph. Removed redundant {{current sport}}.,NA,2014-02-14
1670386,Yellowdesk,869354,595070103,594881649,0,Bronson Arroyo,2014-02-12T01:33:10Z,"Signing on Feb 7, several days ago. Removed {{current sports transaction}}.",NA,2014-02-12
1670386,Yellowdesk,36828692,595068018,595036383,0,Alpine skiing at the 2014 Winter Olympics,2014-02-12T01:15:27Z,"The temporal and changing nature of the topic and article is clearly stated in the lede paragraph: ""The ten are scheduled for 9–22 February 2014."" Removed the redundant {{current sport}}.",NA,2014-02-12
1670386,Yellowdesk,37604609,595067900,595056470,0,Luge at the 2014 Winter Olympics,2014-02-12T01:14:26Z,"The temporal and changing nature of the topic and article is clearly stated in the lede paragraph: ""The four events are scheduled for 8–22 February 2014."" Removed the redundant {{current sport}}.",NA,2014-02-12
1670386,Yellowdesk,36877773,595067809,595037846,0,Biathlon at the 2014 Winter Olympics,2014-02-12T01:13:42Z,"The temporal and changing nature of the topic and article is clearly stated in the lede paragraph: ""The eleven events are scheduled for 8–22 February 2014."" Removed the redundant {{current sport}}.",NA,2014-02-12
1670386,Yellowdesk,41853326,594126603,594113544,0,Inter Miami CF,2014-02-06T00:25:45Z,Removed {{current sport}}. Text of article adequately indicates changing nature of the topic.,NA,2014-02-06
1670386,Yellowdesk,3067595,593972962,593957557,0,Jeff Baker,2014-02-05T00:27:47Z,Transaction concluded. Removed {{current sports transaction}}.,NA,2014-02-05
1670386,Yellowdesk,3028368,593972946,593375683,0,Jason Hammel,2014-02-05T00:27:41Z,Transaction concluded. Removed {{current sports transaction}}.,NA,2014-02-05
1670386,Yellowdesk,7275705,593972525,593589646,0,UCI Cyclo-cross World Championships,2014-02-05T00:24:22Z,/* Current champions */ The event appears to have concluded with reported results. Removed {{current sport}}.,NA,2014-02-05
1670386,Yellowdesk,31813779,587112460,587084763,0,2013 FIFA Club World Cup,2013-12-21T16:39:45Z,The temporal quality of the topic is clearly stated in the lede. Removed superfluous and redundant {{current sport}}.,NA,2013-12-21
1670386,Yellowdesk,39955571,584858026,584852127,0,2013–14 ISU Speed Skating World Cup – World Cup 4,2013-12-06T15:44:49Z,Removed redundant {{current sport}}. The temporal quality of the topic is clearly stated in the lede.,NA,2013-12-06
1670386,Yellowdesk,38153780,579889097,579887093,0,2013 Abu Dhabi Grand Prix,2013-11-02T16:59:09Z,Removed the redundant {{current sport}} template. The temporal quality of the topic is clearly stated in the lede of the article.,NA,2013-11-02
1670386,Yellowdesk,33367124,578974904,578969823,0,2013 World Series,2013-10-27T16:56:25Z,Removed {{current sport}}. Redundant to the statement in the lede indicating the temporal nature and dates of the topic.,NA,2013-10-27
1670386,Yellowdesk,647503,576675163,571130822,0,Delta IV,2013-10-11T03:09:59Z,"Removed {current launching}}. No launch date, launch window or launch calendar indicated.",NA,2013-10-11
1670386,Yellowdesk,340947,576675120,574509220,0,Jiuquan Satellite Launch Center,2013-10-11T03:09:21Z,"Removed {current launching}}. No launch date, launch window or launch calendar indicated.",NA,2013-10-11
1670386,Yellowdesk,180852,576675078,554652162,0,Plesetsk Cosmodrome,2013-10-11T03:08:57Z,"Removed {current launching}}. No launch date, launch window or launch calendar indicated.",NA,2013-10-11
1670386,Yellowdesk,178206,576675055,568018979,0,Progress (spacecraft),2013-10-11T03:08:38Z,"Removed {current launching}}. No launch date, launch window or launch calendar indicated.",NA,2013-10-11
1670386,Yellowdesk,176536,576674997,574647132,0,Proton (rocket family),2013-10-11T03:08:00Z,"Removed {current launching}}. No launch date, launch window or launch calendar indicated.",NA,2013-10-11
1670386,Yellowdesk,55125,576674944,570097508,0,Long March (rocket family),2013-10-11T03:07:19Z,"Removed {current launching}}. No launch date, launch window or launch calendar indicated.",NA,2013-10-11
1670386,Yellowdesk,3631540,576672064,574755137,0,UCI Continental Circuits,2013-10-11T02:30:56Z,"Removed {{current sport related}}. No edits for more than a week. Article is not subject to rapid change,",NA,2013-10-11
1670386,Yellowdesk,40384195,576671395,576668992,0,2013 American League Division Series,2013-10-11T02:23:39Z,"The temporal quality of the topic is clearly stated i the lede. The template {{current sport}} is redundant and superfluous, Removed.",NA,2013-10-11
1670386,Yellowdesk,40694674,576668475,576633557,0,2013 Lampedusa migrant shipwreck,2013-10-11T01:49:56Z,Removed {{current disaster}}. Not a widespread  disaster. See [[Template:Current_disaster]],NA,2013-10-11
1670386,Yellowdesk,849952,576667250,576203850,0,Official Opposition Shadow Cabinet (United Kingdom),2013-10-11T01:34:38Z,Removed {{current related}} for failing to indicate the related article.,NA,2013-10-11
1670386,Yellowdesk,38503878,573786527,573759483,0,2013 WNBA playoffs,2013-09-20T14:51:47Z,"Removed redundant and superfluous {{current sport}}. The temporal and changing quality of the topic is obvious, and the month-long period of time of the playoffs is indicated in the infobox.",NA,2013-09-20
1670386,Yellowdesk,36705281,571957092,571895569,0,2013 US Open (tennis),2013-09-07T19:51:25Z,Temporal and changing nature of the event is clearly stated in the lede. Removed redundant and superfluous {{current sport}},NA,2013-09-07
1670386,Yellowdesk,39591994,570813756,570667352,0,2013 World Rhythmic Gymnastics Championships,2013-08-30T14:15:58Z,Removed redundant and superfluous {{current sport}}. The temporal nature of the event is clearly stated in the first sentence of the article.,NA,2013-08-30
1670386,Yellowdesk,35287898,568647696,568539720,0,Chess World Cup 2013,2013-08-15T12:24:57Z,Remove superfluous and redundant {{current sport}}. The temporal and changing nature of the topic is clearly stated in the first sentence of the lede.,NA,2013-08-15
1670386,Yellowdesk,38205719,567621609,567616853,0,2013 FIBA Asia Championship,2013-08-08T02:09:57Z,The temporal nature of the topic is clearly stated in the lede of the article. Removed redundant {{current sport}},NA,2013-08-08
1670386,Yellowdesk,40130015,566933579,566884033,0,2013 FIA WTCC Race of Argentina,2013-08-03T01:52:48Z,Removed superfluous {{current sport}} template. The temporal quality of the topic is already and clearly stated in the lede of the article.,NA,2013-08-03
1670386,Yellowdesk,32339815,564909293,564838046,0,2013 CONCACAF Gold Cup,2013-07-19T11:20:33Z,Temporal nature of the topic clearly stated in lede.  Removed redundant {{current sport}}.,NA,2013-07-19
1670386,Yellowdesk,39883413,563670307,563537585,0,2013 Little League World Series qualification,2013-07-10T14:11:59Z,The temporal and changing nature of the topic is clearly stated in the lede. Removed redundant {{current sport}}.,NA,2013-07-10
1670386,Yellowdesk,39838344,562876213,562823765,0,Polar Airlines Flight 9949,2013-07-04T19:54:45Z,Not a natural disaster. Strictly a man-made disaster. Removed {{current disaster}},NA,2013-07-04
1670386,Yellowdesk,29569986,562875621,562751280,0,2013 FIFA U-20 World Cup,2013-07-04T19:49:42Z,"Copy edit, removed {{current sport}} for lack of edits in the last 20 hours; added dates of series.",NA,2013-07-04
1670386,Yellowdesk,92946,562482684,562457650,0,Defense of Marriage Act,2013-07-02T02:05:19Z,Removed the {{current related}} template for the reasons described on the talk page. You're invited to respond on the talk page before reverting.,NA,2013-07-02
1670386,Yellowdesk,1979084,562295220,561597827,0,Riga Castle,2013-06-30T20:39:22Z,Not a natural disaster. Removed {{current disaster}}.,NA,2013-06-30
1670386,Yellowdesk,38153760,562106183,562105992,0,2013 British Grand Prix,2013-06-29T12:49:13Z,Temporal nature of the topic clearly stated in the lede. Removed superfluous {{current sport}}.,NA,2013-06-29
1670386,Yellowdesk,38260561,561618294,561541363,0,2013 Mediterranean Games,2013-06-26T03:59:20Z,Removed redundant {{current sport}}. The temporal nature of the topic is clearly stated in the lede of the article.,NA,2013-06-26
1670386,Yellowdesk,14069470,561618197,561617325,0,2013 FIFA Confederations Cup,2013-06-26T03:58:03Z,Removed redundant {{current sport}}. The temporal nature of the topic is clearly stated in the lede of the article.,NA,2013-06-26
1670386,Yellowdesk,39754988,561618136,561572003,0,2013 Mediterranean Games medal table,2013-06-26T03:57:28Z,Removed redundant {{current sport}}. The temporal nature of the topic is clearly stated in the lede of the article.,NA,2013-06-26
1670386,Yellowdesk,39708911,560667235,560440850,0,List of teams and cyclists in the 2013 Tour de France,2013-06-19T21:51:41Z,Temporal nature of the topic is clearly stated in the lede. Removed the redundant {{current sport}} template.,NA,2013-06-19
1670386,Yellowdesk,34619694,556668689,556650112,0,2013 Indian Premier League,2013-05-25T01:27:36Z,Removed the redundant and superfluous {{current sport}} template. The first sentence of the article clearly states the temporal and changing quality of the topic.,NA,2013-05-25
1670386,Yellowdesk,34619694,555808267,555804623,0,2013 Indian Premier League,2013-05-19T16:31:10Z,Redundant and superfluous {{current sport}} template removed. Temporal nature of the topic is clearly stated in the first sentences of the article.,NA,2013-05-19
1670386,Yellowdesk,23209007,546617532,546163177,0,Mohammad Abdul Hamid,2013-03-23T21:48:49Z,convert {{current related}} to {{seealso}} template,NA,2013-03-23
1670386,Yellowdesk,24332527,543551165,543545513,0,2013 World Baseball Classic,2013-03-12T02:35:04Z,The temporal quality of the topic is clearly stated in the first sentence of the lede. Removed the redundant {{current sport}} template.,NA,2013-03-12
1670386,Yellowdesk,5051004,541761536,540789022,0,A. J. Smith,2013-03-02T18:14:10Z,Removed {{current sports transaction}} for failing to state the nature of the activity described in the template.,NA,2013-03-02
1670386,Yellowdesk,36084930,541756642,541696012,0,2012–13 Tottenham Hotspur F.C. season,2013-03-02T17:44:58Z,Removed {{current sport}}. It is merely news that the team has a sports season this year.,NA,2013-03-02
1670386,Yellowdesk,35558785,539958773,539954317,0,2013 CONCACAF U-20 Championship,2013-02-23T22:07:44Z,"Removed {{current sport}}. Redundant and superfluous, as the temporal nature of the topic is stated in the first sentence of the lede.",NA,2013-02-23
1670386,Yellowdesk,38592187,539958593,539922575,0,2013 Tour de Langkawi,2013-02-23T22:06:30Z,"Removed {{current sport}}. Redundant and superfluous, as the temporal nature of the topic is stated in the first sentence of the lede.",NA,2013-02-23
1670386,Yellowdesk,38485201,538646102,537669608,0,2013 Extreme Sailing Series,2013-02-17T01:37:59Z,Removed the redundant and superfluous {{current sport}} template. The temporal quality of the topic is clearly stated in the first sentence of the lede.,NA,2013-02-17
1670386,Yellowdesk,38372503,536116749,535864838,0,STSat-2C,2013-02-02T01:21:43Z,Successful launch completed. Removed {{current spaceflight}}. Temporal nature of the topic clearly stated in the lede of the article.,NA,2013-02-02
1670386,Yellowdesk,38013240,536116594,530779015,0,OTV-3,2013-02-02T01:20:37Z,Removed {{current spaceflight}}. The temporal nature of the topic is clearly stated in the lede of the article.,NA,2013-02-02
1670386,Yellowdesk,35701918,536116398,536099495,0,2013 South American Youth Football Championship,2013-02-02T01:18:52Z,Removed {{current sport}}. Superfluous and redundant. The temporal nature of the topic is clearly stated in the lede paragraph of the article.,NA,2013-02-02
1670386,Yellowdesk,37935855,535970597,535952706,0,2012–13 Ranji Trophy,2013-02-01T03:53:45Z,Removed {{current sport}}. Superfluous. Temporal nature of the activity clearly stated  throuout the article.,NA,2013-02-01
1670386,Yellowdesk,35412529,535970339,535890055,0,2013 Varsity Rugby,2013-02-01T03:51:05Z,Removed {{current sport}}. Superfluous. Temporal nature of the activity clearly stated in the lede.,NA,2013-02-01
1670386,Yellowdesk,6841765,535970170,535911855,0,2013 Africa Cup of Nations,2013-02-01T03:49:23Z,Removed {{current sport}}. Superfluous. Temporal nature of the activity clearly stated in the lede.,NA,2013-02-01
1670386,Yellowdesk,35408722,535970015,535911501,0,2012–13 Coventry City F.C. season,2013-02-01T03:47:29Z,Removed {{current sport}}. Superfluous. Temporal nature of the activity clearly stated in the lede.,NA,2013-02-01
1670386,Yellowdesk,37903093,535969931,530275120,0,2012–13 Pro A season,2013-02-01T03:46:37Z,Removed {{current sport}}. Superfluous. Temporal nature of the activity clearly stated in the lede.,NA,2013-02-01
1670386,Yellowdesk,38013593,535969875,535851962,0,2012–13 Quaid-e-Azam Trophy,2013-02-01T03:46:00Z,Removed {{current sport}}. Superfluous. Temporal nature of the activity clearly stated in the lede.,TRUE,2013-02-01
1670386,Yellowdesk,36989382,526905558,526890132,0,2012–13 NHL lockout,2012-12-07T18:57:17Z,Removed the redundant and superfluous {{current sport}}. Temporal and continuing nature of the topic is clearly stated lede paragraph.,NA,2012-12-07
1670386,Yellowdesk,35945783,526904366,526849337,0,Sri Lankan cricket team in Australia in 2012–13,2012-12-07T18:49:24Z,Removed the redundant and superfluous {{current sport}}. Temporal nature of the topic is clearly stated in the first sentence of the lede.,NA,2012-12-07
1670386,Yellowdesk,36856378,526904264,526864817,0,English cricket team in India in 2012–13,2012-12-07T18:48:47Z,Removed the redundant and superfluous {{current sport}}. Temporal nature of the topic is clearly stated in the first sentence of the lede.,NA,2012-12-07
1670386,Yellowdesk,36989382,520050390,520033818,0,2012–13 NHL lockout,2012-10-27T01:40:51Z,Removed {{current sport}}. Superfluous. Temporal quality of the topic clearly stated in the lede.,NA,2012-10-27
1670386,Yellowdesk,36969782,520050184,519387207,0,2012 WNBA playoffs,2012-10-27T01:38:42Z,Event concluded. Removed {{current sport}},NA,2012-10-27
1670386,Yellowdesk,35497279,517606185,517417012,0,2012 WNBA Finals,2012-10-13T18:08:37Z,No edits for a 24 hours. Removed superfluous {{current sport}},NA,2012-10-13
1670386,Yellowdesk,29971322,517604884,517540548,0,SpaceX CRS-1,2012-10-13T17:59:45Z,Temporal quality of the topic clearly stated in the lede. Removed superfluous {{current spaceflight}}.,NA,2012-10-13
1670386,Yellowdesk,35388712,517604005,517589157,0,2012 Champions League Twenty20,2012-10-13T17:53:04Z,Temporal nature of the topic clearly stated in the first sentence of the lede. Removed superfluous ((current sport}} template.,NA,2012-10-13
1670386,Yellowdesk,37160124,517603202,517552414,0,2012 Amputee Football World Cup,2012-10-13T17:46:44Z,Temporal nature of the topic clearly stated in the first sentence of the lede. Removed superfluous ((current sport}} template.,NA,2012-10-13
1670386,Yellowdesk,37047349,515383748,515370649,0,Hurricane Nadine,2012-09-30T23:14:05Z,"Not yet a natural disaster, nor being edited by hundreds. Removed {{current disaster}}.",NA,2012-09-30
1670386,Yellowdesk,36267101,508128880,508069895,0,2012 Little League World Series results,2012-08-19T13:18:46Z,Removed {{current sport}}. Redundant and superfluous. The temporal nature of the topic is clearly stated in the first sentence of the lede.,NA,2012-08-19
1670386,Yellowdesk,35858513,504690950,504682278,0,2012 Sri Lanka Premier League,2012-07-29T03:05:29Z,Removed {{current sport}}. Redundant. Temporal nature of the topic clearly stated in the first sentence of the lede.,NA,2012-07-29
1670386,Yellowdesk,33623386,504690793,504620804,0,2012 K-League,2012-07-29T03:03:42Z,"Removed {{current sport}}. A season-long ""event"". Superfluous.",NA,2012-07-29
1670386,Yellowdesk,28688245,504690079,504670253,0,2012 Hungarian Grand Prix,2012-07-29T02:57:41Z,Removed {{current sport}}. Redundant: temporal nature of the event clearly stated in the lede.,NA,2012-07-29
1670386,Yellowdesk,33699965,504532899,504405773,0,Football at the 2012 Summer Olympics – Men's tournament,2012-07-28T03:07:53Z,Removed {{current sport}}. Redundant. Temporal nature of the topic clearly stated in the lede.,NA,2012-07-28
1670386,Yellowdesk,33983064,504158082,504157795,0,Football at the 2012 Summer Olympics – Women's tournament,2012-07-25T19:40:01Z,Removed {{current sport}}. Superfluous: the temporal nature of the event is clearly stated in the lede.,NA,2012-07-25
1670386,Yellowdesk,1583584,501034444,498834136,0,NuSTAR,2012-07-07T01:12:02Z,Removed {{current spaceflight}}. Now a long-term mission.,NA,2012-07-07
1670386,Yellowdesk,32010500,498117069,498083962,0,2012 IRB Junior World Championship,2012-06-18T03:08:35Z,Removed {{current sport}}. Redundant: the lede of the article clearly states the temporal quality of the event.,NA,2012-06-18
1670386,Yellowdesk,36083287,496673890,496657117,0,2012 IRB Nations Cup,2012-06-08T23:44:55Z,Removed {{current sport}} Redundant. Temporality of the topic is clearly stated in the lede of the article.,NA,2012-06-08
1670386,Yellowdesk,9845,494778396,494720402,0,JavaScript,2012-05-28T13:47:53Z,/* Server-side JavaScript */ context on current proliferation of serverside implementations.,NA,2012-05-28
1670386,Yellowdesk,28688267,494553954,494552043,0,2012 Monaco Grand Prix,2012-05-27T02:24:15Z,Removed {{current sport}}. Redundant. Temporal nature of the topic is clearly stated in the lede of the article.,NA,2012-05-27
1670386,Yellowdesk,35945777,494553662,494525137,0,2012 U.S. Women's Open,2012-05-27T02:21:19Z,Removed {{current sport}}. Redundant. Temporal nature of the topic is clearly stated in the first sentence of the lede.,NA,2012-05-27
1670386,Yellowdesk,31666561,493277724,493276058,0,2012 Indianapolis 500,2012-05-19T01:10:02Z,"Removed {{current sport}}. Redundant and superfluous: the temporal nature of the event, which is more than a week in the future, is clearly indicated in the first sentence of the lede as well as the title of the article",NA,2012-05-19
1670386,Yellowdesk,35815619,492961155,492911578,0,Agni Air Flight CHT,2012-05-17T02:22:54Z,Removed {{current disaster}}. Not a natural event.,NA,2012-05-17
1670386,Yellowdesk,35823691,492960955,492914411,0,Big Break Atlantis,2012-05-17T02:21:08Z,Removed {{current sport}}. Redundant. The temporal nature of the topic and article is clearly stated in the lede.,NA,2012-05-17
1670386,Yellowdesk,35317904,492960826,492823059,0,Western Sydney Wanderers FC,2012-05-17T02:19:52Z,Removed {{current sport}}. Redundant. The temporal nature of the topic and article is clearly stated in the lede.,NA,2012-05-17
1670386,Yellowdesk,34791626,491284145,491100333,0,2012 Campeonato Sergipano,2012-05-08T00:49:25Z,Merely the active season of the league. Removed the superfluous {{current sport}} tag. Temporal quality of the topic clearly stated in the lede.,NA,2012-05-08
1670386,Yellowdesk,35686880,490407602,490200216,0,2012 Kentucky Derby,2012-05-03T03:28:15Z,Removed {{current sport}}. Redundant and superfluous. Temporal quality of the topic clearly stated in the first sentence of the lede.,NA,2012-05-03
1670386,Yellowdesk,31348569,488101203,488089131,0,2012 Indian Premier League,2012-04-19T01:53:36Z,"Removed {{current sport}}. Merely an ongoing process, like any league championship.",NA,2012-04-19
1670386,Yellowdesk,31348569,486914421,486903171,0,2012 Indian Premier League,2012-04-12T00:16:00Z,Removed {{current sport}}. An ongoing event.,NA,2012-04-12
1670386,Yellowdesk,26245825,485077767,484788952,0,Edoardo Amaldi ATV,2012-04-02T00:41:25Z,Removed {{current spaceflight}}.  Redundant.Temporal nature of the event clearly stated in the lede.,NA,2012-04-02
1670386,Yellowdesk,34791626,485077423,484927726,0,2012 Campeonato Sergipano,2012-04-02T00:38:10Z,Removed {{current sport}} as needless and superfluous.,NA,2012-04-02
1670386,Yellowdesk,35071987,484472712,484157380,0,Anomalous Transport Rocket Experiment,2012-03-29T01:57:28Z,Flight operations concluded. Removed {{current spaceflight}},NA,2012-03-29
1670386,Yellowdesk,34791626,481969940,480435067,0,2012 Campeonato Sergipano,2012-03-15T03:51:49Z,Removed {{current sport}}. Inactive topic.,NA,2012-03-15
1670386,Yellowdesk,34569942,474677406,474677261,0,Port Said Stadium riot,2012-02-03T00:55:09Z,"Removed {{current disaster}}, intended for natural events only.",NA,2012-02-03
1670386,Yellowdesk,27615896,473626282,473622418,0,2012 Australian Open,2012-01-28T03:38:41Z,Removed {{current sport}}. Redundant: first sentence of lede indicates temporal quality of the topic.,NA,2012-01-28
1670386,Yellowdesk,34495204,473530116,473524548,0,Day-by-day summaries of the 2012 Australian Open,2012-01-27T15:56:05Z,{{current port}} superfluous. The article title and lede paragraph clearly states the temporal nature of the topic.,NA,2012-01-27
1670386,Yellowdesk,31756172,473529889,473457784,0,2012 Manitoba Scotties Tournament of Hearts,2012-01-27T15:54:29Z,{{current sport}} superfluous. The lede clearly states the temporal nature of the topic.,NA,2012-01-27
1670386,Yellowdesk,4624612,471328062,471327107,0,Costa Concordia,2012-01-14T14:52:04Z,"Not a {{current disaster}}, used for natural events.",NA,2012-01-14
1670386,Yellowdesk,14347863,471327083,471325878,0,2012 Winter Youth Olympics,2012-01-14T14:44:09Z,Removed {{current sport}}.  Superfluous and redundant. Temporal nature of the activity clearly stated in the first sentence of the lede.,NA,2012-01-14
1670386,Yellowdesk,34253171,469225389,469224291,0,2011 Los Angeles arson spree,2012-01-03T00:02:49Z,"""multiple issues"" tag is excessive - removed. Article has references current as of Jan 2.",NA,2012-01-03
1670386,Yellowdesk,33357732,469224810,469117769,0,2012 IIHF U18 Women's World Championship,2012-01-02T23:59:09Z,Removed {{current sport}}. Redundant. Temporal and changing qualities of the topic clearly stated in the lede.,NA,2012-01-02
1670386,Yellowdesk,15554295,469224721,469224289,0,2012 World Junior Ice Hockey Championships,2012-01-02T23:58:35Z,Removed {{current sport}}. Redundant. Temporal and changing qualities of the topic clearly stated in the lede.,NA,2012-01-02
1670386,Yellowdesk,15554295,468691579,468689270,0,2012 World Junior Ice Hockey Championships,2011-12-31T01:10:44Z,Removed {{current sport}}. Superfluous. Temporal quality of the activity is clearly stated in the lede of the article.,NA,2011-12-31
1670386,Yellowdesk,323292,468223707,468188436,0,Beit Shemesh,2011-12-29T06:40:10Z,"/* Hate Violence at Orot Banot School */ Link to non-existent article, removed {{current related}}",NA,2011-12-29
1670386,Yellowdesk,23873831,467304230,467288318,0,Soyuz TMA-03M,2011-12-23T06:40:31Z,{{current spaceflight}} template superfluous - temporality of the topic clearly stated in the lede.,NA,2011-12-23
1670386,Yellowdesk,38824,465116646,465116135,0,Electric power transmission,2011-12-10T13:25:37Z,"/* History */ state why transmission was inefficient: high current, low voltage",NA,2011-12-10
1670386,Yellowdesk,23873742,461510851,461426727,0,Soyuz TMA-22,2011-11-20T00:25:24Z,Removed {{Current spaceflight}}. Merely news. There are thousands of objects in current spaceflight.,NA,2011-11-20
1670386,Yellowdesk,22032764,461510813,451804614,0,Soyuz TMA-02M,2011-11-20T00:25:11Z,Removed {{Current spaceflight}}. Merely news. There are thousands of objects in current spaceflight.,NA,2011-11-20
1670386,Yellowdesk,21864475,461510774,461298298,0,Expedition 28,2011-11-20T00:24:53Z,Removed {{Current spaceflight}}. Merely news. There are thousands of objects in current spaceflight.,NA,2011-11-20
1670386,Yellowdesk,2892459,461510753,461411190,0,Shenzhou 8,2011-11-20T00:24:40Z,Removed {{Current spaceflight}}. Merely news. There are thousands of objects in current spaceflight.,NA,2011-11-20
1670386,Yellowdesk,1408452,461510697,461326222,0,Fobos-Grunt,2011-11-20T00:24:06Z,Removed {{Current spaceflight}}. Merely news. There are thousands of objects in current spaceflight.,NA,2011-11-20
1670386,Yellowdesk,23678,461510530,461287430,0,Panspermia,2011-11-20T00:22:57Z,/* The Living Interplanetary Flight Experiment */ Removed {{current spaceflight}} There are thousands of objects in space flight.,NA,2011-11-20
1670386,Yellowdesk,2807634,460607280,460595225,0,Lucas Papademos,2011-11-14T13:57:55Z,Now merely news. Removed {{current person}}.,NA,2011-11-14
1670386,Yellowdesk,2807634,460069640,460068320,0,Lucas Papademos,2011-11-11T02:28:51Z,Changed to {{current person}}. The individual is not an event.,NA,2011-11-11
1670386,Yellowdesk,31871125,457572830,457418978,0,2011 Pan American Games medal table,2011-10-26T23:46:17Z,Removed {{current sport}}. Superfluous: temporal quality of the topic clearly stated in the lede.,NA,2011-10-26
1670386,Yellowdesk,33244821,457572716,457405947,0,2011 NHL Premiere,2011-10-26T23:45:16Z,Removed {{current sport}}. A concluded event.,NA,2011-10-26
1670386,Yellowdesk,53029,456687924,456685645,0,Muammar Gaddafi,2011-10-21T15:06:08Z,/* Capture and death */ redundant {{current}} tag. Text is sufficient.,NA,2011-10-21
1670386,Yellowdesk,426208,453461972,453276262,0,Mitt Romney,2011-10-02T01:58:33Z,"/* Tenure, 2003–2007 */ Add citation <ref name = ""NYT-2011-10-01-Barbaro""> On increasing taxes for corporations in Massachusetts, prior to contemplating running for national office, and his current silence on the topic.",NA,2011-10-02
